Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	[Arcobacter]_porcinus	NA	/mnt/e/focusDB/db/GCA_004299785.2_ASM429978v2_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_litopenaei	NA	/mnt/e/focusDB/db/GCA_003045775.1_ASM304577v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_lutea	NA	/mnt/e/focusDB/db/GCA_000378505.1_ASM37850v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_lutea	NA	/mnt/e/focusDB/db/GCA_014651575.1_ASM1465157v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_lutescens	NA	/mnt/e/focusDB/db/GCA_014640815.1_ASM1464081v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_massiliensis	NA	/mnt/e/focusDB/db/GCA_900155385.1_PRJEB18749_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_meridiana	NA	/mnt/e/focusDB/db/GCA_006540125.1_ASM654012v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_meridiana	NA	/mnt/e/focusDB/db/GCA_900129255.1_IMG-taxon_2698536813_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_montanilacus	NA	/mnt/e/focusDB/db/GCA_003336675.1_ASM333667v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_muralis	NA	/mnt/e/focusDB/db/GCA_900102945.1_IMG-taxon_2599185144_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_nanhaiensis	NA	/mnt/e/focusDB/db/GCA_003990185.1_ASM399018v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_nigrificans	NA	/mnt/e/focusDB/db/GCA_002374315.1_ASM237431v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_niordiana	NA	/mnt/e/focusDB/db/GCA_004798965.1_ASM479896v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_nitroreducens	NA	/mnt/e/focusDB/db/GCA_003966155.1_ASM396615v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_olivaria	NA	/mnt/e/focusDB/db/GCA_004295565.1_ASM429556v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_pacifica	NA	/mnt/e/focusDB/db/GCA_007989625.1_ASM798962v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_pantelleriensis	NA	/mnt/e/focusDB/db/GCA_900102875.1_IMG-taxon_2654587879_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_piezotolerans	NA	/mnt/e/focusDB/db/GCA_009660035.1_ASM966003v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_piezotolerans	NA	/mnt/e/focusDB/db/GCA_012427705.1_ASM1242770v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_qijiaojingensis	NA	/mnt/e/focusDB/db/GCA_014651875.1_ASM1465187v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_saccharevitans	NA	/mnt/e/focusDB/db/GCA_900116405.1_IMG-taxon_2617270933_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_saliphila	NA	/mnt/e/focusDB/db/GCA_002930105.1_ASM293010v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_shengliensis	NA	/mnt/e/focusDB/db/GCA_900104135.1_IMG-taxon_2617270760_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_smyrnensis	NA	/mnt/e/focusDB/db/GCA_000265245.2_HalSmy2.0_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_songnenensis	NA	/mnt/e/focusDB/db/GCA_003002925.1_ASM300292v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_stevensii	NA	/mnt/e/focusDB/db/GCA_000275725.1_162.HSS18214.1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_subglaciescola	NA	/mnt/e/focusDB/db/GCA_900142895.1_IMG-taxon_2698536942_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_subterranea	NA	/mnt/e/focusDB/db/GCA_900111305.1_IMG-taxon_2617270764_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_sulfidaeris	NA	/mnt/e/focusDB/db/GCA_007182875.1_ASM718287v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_taeanensis	NA	/mnt/e/focusDB/db/GCA_900100755.1_IMG-taxon_2636416175_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_titanicae	NA	/mnt/e/focusDB/db/GCA_000336575.1_HalTitan1.0_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_urmiana	NA	/mnt/e/focusDB/db/GCA_005780185.1_ASM578018v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_urumqiensis	NA	/mnt/e/focusDB/db/GCA_002879635.1_ASM287963v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_urumqiensis	NA	/mnt/e/focusDB/db/GCA_003028575.1_ASM302857v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_urumqiensis	NA	/mnt/e/focusDB/db/GCA_014653135.1_ASM1465313v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_ventosae	NA	/mnt/e/focusDB/db/GCA_004363555.1_ASM436355v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_venusta	NA	/mnt/e/focusDB/db/GCA_007989605.1_ASM798960v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_xianhensis	NA	/mnt/e/focusDB/db/GCA_900113605.1_IMG-taxon_2617270878_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_xinjiangensis	NA	/mnt/e/focusDB/db/GCA_000759345.1_ASM75934v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_zhanjiangensis	NA	/mnt/e/focusDB/db/GCA_000377665.1_ASM37766v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_zincidurans	NA	/mnt/e/focusDB/db/GCA_000731955.1_B6_genomic.fasta
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halonatronum	Halonatronum_saccharophilum	NA	/mnt/e/focusDB/db/GCA_000517025.1_ASM51702v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halonotius	Halonotius_pteroides	NA	/mnt/e/focusDB/db/GCA_003605635.1_ASM360563v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halonotius	Halonotius_roseus	NA	/mnt/e/focusDB/db/GCA_006861655.1_ASM686165v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halonotius	Halonotius_terrestris	NA	/mnt/e/focusDB/db/GCA_006861665.1_ASM686166v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Haloparvum	Haloparvum_sedimenti	NA	/mnt/e/focusDB/db/GCA_001462205.1_HalopeDYS1.0_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halopelagius	Halopelagius_inordinatus	NA	/mnt/e/focusDB/db/GCA_900113245.1_IMG-taxon_2617270917_annotated_assembly_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halopelagius	Halopelagius_longus	NA	/mnt/e/focusDB/db/GCA_003351065.1_ASM335106v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halopelagius	Halopelagius_longus	NA	/mnt/e/focusDB/db/GCA_900100875.1_IMG-taxon_2671180169_annotated_assembly_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halopenitus	Halopenitus_malekzadehii	NA	/mnt/e/focusDB/db/GCA_900108505.1_IMG-taxon_2651870118_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halopeptonella	Halopeptonella_vilamensis	NA	/mnt/e/focusDB/db/GCA_004217415.1_ASM421741v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halopeptonella	Halopeptonella_vilamensis	NA	/mnt/e/focusDB/db/GCA_007625165.1_ASM762516v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger_aswanensis	NA	/mnt/e/focusDB/db/GCA_003610195.1_ASM361019v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger_djelfimassiliensis	NA	/mnt/e/focusDB/db/GCA_000455365.1_HdjelfamassiliensisIIH2_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger_goleimassiliensis	NA	/mnt/e/focusDB/db/GCA_000455345.1_Halgo_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger_salifodinae	NA	/mnt/e/focusDB/db/GCA_000784335.1_ASM78433v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger_salifodinae	NA	/mnt/e/focusDB/db/GCA_900110455.1_IMG-taxon_2671180170_annotated_assembly_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger_xanaduensis	NA	/mnt/e/focusDB/db/GCA_000217715.1_ASM21771v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus_aerogenes	NA	/mnt/e/focusDB/db/GCA_003688715.1_ASM368871v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus_aerogenes	NA	/mnt/e/focusDB/db/GCA_003856835.1_ASM385683v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus_natans	NA	/mnt/e/focusDB/db/GCA_000427685.1_ASM42768v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus_rallus	NA	/mnt/e/focusDB/db/GCA_009762275.1_ASM976227v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus_rubicundus	NA	/mnt/e/focusDB/db/GCA_003342675.1_ASM334267v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus_salinus	NA	/mnt/e/focusDB/db/GCA_003336245.1_ASM333624v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus_vescus	NA	/mnt/e/focusDB/db/GCA_900107665.1_IMG-taxon_2617270898_annotated_assembly_genomic.fasta
Bacteria	Tenericutes	Mollicutes	Haloplasmatales	Haloplasmataceae	Haloplasma	Haloplasma_contractile	NA	/mnt/e/focusDB/db/GCA_000215935.3_HLPCO_V2_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	NA	NA	Halopolyspora	Halopolyspora_algeriensis	NA	/mnt/e/focusDB/db/GCA_003337235.1_ASM333723v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	NA	NA	Halopolyspora	Halopolyspora_algeriensis	NA	/mnt/e/focusDB/db/GCA_006716575.1_ASM671657v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloprofundus	Haloprofundus_halophilus	NA	/mnt/e/focusDB/db/GCA_003439925.1_ASM343992v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloprofundus	Haloprofundus_marisrubri	NA	/mnt/e/focusDB/db/GCA_001469955.1_ASM146995v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_aestusnigri	NA	/mnt/e/focusDB/db/GCA_002197985.1_ASM219798v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_aestusnigri	NA	/mnt/e/focusDB/db/GCA_900108005.1_IMG-taxon_2663762778_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_bauzanensis	NA	/mnt/e/focusDB/db/GCA_900111225.1_IMG-taxon_2671180106_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_bauzanensis	NA	/mnt/e/focusDB/db/GCA_900114735.1_IMG-taxon_2619618872_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_formosensis	NA	/mnt/e/focusDB/db/GCA_900115905.1_IMG-taxon_2663762775_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_gallaeciensis	NA	/mnt/e/focusDB/db/GCA_003444685.1_ASM344468v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_litoralis	NA	/mnt/e/focusDB/db/GCA_900105005.1_IMG-taxon_2667527220_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_oceani	NA	/mnt/e/focusDB/db/GCA_002903165.1_ASM290316v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_oceani	NA	/mnt/e/focusDB/db/GCA_014641295.1_ASM1464129v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_pachastrellae	NA	/mnt/e/focusDB/db/GCA_001989375.1_ASM198937v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_pachastrellae	NA	/mnt/e/focusDB/db/GCA_900114765.1_IMG-taxon_2663763599_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_pelagia	NA	/mnt/e/focusDB/db/GCA_000410875.1_KCCM90073_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_pertucinogena	NA	/mnt/e/focusDB/db/GCA_014646575.1_ASM1464657v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_sabulinigri	NA	/mnt/e/focusDB/db/GCA_900105255.1_IMG-taxon_2675902958_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_salegens	NA	/mnt/e/focusDB/db/GCA_900105655.1_IMG-taxon_2667527386_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_salina	NA	/mnt/e/focusDB/db/GCA_008641105.1_ASM864110v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_salina	NA	/mnt/e/focusDB/db/GCA_014637955.1_ASM1463795v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas_xinjiangensis	NA	/mnt/e/focusDB/db/GCA_900104945.1_IMG-taxon_2667527388_annotated_assembly_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum_walsbyi	NA	/mnt/e/focusDB/db/GCA_000237865.1_ASM23786v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus_tiamatea	NA	/mnt/e/focusDB/db/GCA_000215915.3_HLRTI_V2_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus_tiamatea	NA	/mnt/e/focusDB/db/GCA_000470655.1_HATI1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus_utahensis	NA	/mnt/e/focusDB/db/GCA_000023945.1_ASM2394v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	Halorhodospira_halochloris	NA	/mnt/e/focusDB/db/GCA_002356555.2_HH1059_assembly_1.0_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	Halorhodospira_halophila	NA	/mnt/e/focusDB/db/GCA_000015585.1_ASM1558v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis_persicus	NA	/mnt/e/focusDB/db/GCA_900110215.1_IMG-taxon_2654588107_annotated_assembly_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_aethiopicum	NA	/mnt/e/focusDB/db/GCA_001542905.1_ASM154290v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_aidingense	NA	/mnt/e/focusDB/db/GCA_000336995.1_ASM33699v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_amylolyticum	NA	/mnt/e/focusDB/db/GCA_004114995.1_ASM411499v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_aquaticum	NA	/mnt/e/focusDB/db/GCA_900113615.1_IMG-taxon_2617270873_annotated_assembly_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_arcis	NA	/mnt/e/focusDB/db/GCA_000337015.1_ASM33701v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_californiense	NA	/mnt/e/focusDB/db/GCA_000336875.1_ASM33687v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_chaoviator	NA	/mnt/e/focusDB/db/GCA_002379115.1_ASM237911v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_chaoviator	NA	/mnt/e/focusDB/db/GCA_900188075.1_IMG-taxon_2724679704_annotated_assembly_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_cibi	NA	/mnt/e/focusDB/db/GCA_900182635.1_IMG-taxon_2724679794_annotated_assembly_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_coriense	NA	/mnt/e/focusDB/db/GCA_000337035.1_ASM33703v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_depositum	NA	/mnt/e/focusDB/db/GCA_007671725.1_ASM767172v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_distributum	NA	/mnt/e/focusDB/db/GCA_000337055.1_ASM33705v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_distributum	NA	/mnt/e/focusDB/db/GCA_000337335.1_ASM33733v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_ezzemoulense	NA	/mnt/e/focusDB/db/GCA_000421805.1_ASM42180v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_ezzemoulense	NA	/mnt/e/focusDB/db/GCA_002114285.1_ASM211428v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_halodurans	NA	/mnt/e/focusDB/db/GCA_002252985.1_ASM225298v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_halophilum	NA	/mnt/e/focusDB/db/GCA_000739595.1_ASM73959v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_kocurii	NA	/mnt/e/focusDB/db/GCA_000337355.1_ASM33735v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_lacusprofundi	NA	/mnt/e/focusDB/db/GCA_000022205.1_ASM2220v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_lipolyticum	NA	/mnt/e/focusDB/db/GCA_000337375.1_ASM33737v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_litoreum	NA	/mnt/e/focusDB/db/GCA_000337395.1_ASM33739v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_persicum	NA	/mnt/e/focusDB/db/GCA_002727125.1_ASM272712v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_saccharovorum	NA	/mnt/e/focusDB/db/GCA_000337915.1_ASM33791v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_salsamenti	NA	/mnt/e/focusDB/db/GCA_007671685.1_ASM767168v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_sodomense	NA	/mnt/e/focusDB/db/GCA_900111935.1_IMG-taxon_2617270732_annotated_assembly_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_tebenquichense	NA	/mnt/e/focusDB/db/GCA_000337415.1_ASM33741v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_terrestre	NA	/mnt/e/focusDB/db/GCA_000337435.1_ASM33743v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_vacuolatum	NA	/mnt/e/focusDB/db/GCA_900188065.1_IMG-taxon_2724679803_annotated_assembly_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum_xinjiangense	NA	/mnt/e/focusDB/db/GCA_900102375.1_IMG-taxon_2617270761_annotated_assembly_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus	Halorussus_amylolyticus	NA	/mnt/e/focusDB/db/GCA_004143485.2_ASM414348v2_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus	Halorussus_litoreus	NA	/mnt/e/focusDB/db/GCA_003382685.1_ASM338268v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus	Halorussus_rarus	NA	/mnt/e/focusDB/db/GCA_003369835.1_ASM336983v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus	Halorussus_ruber	NA	/mnt/e/focusDB/db/GCA_004765785.1_ASM476578v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus	Halorussus_salinus	NA	/mnt/e/focusDB/db/GCA_004765815.2_ASM476581v2_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halosegnis	Halosegnis_longus	NA	/mnt/e/focusDB/db/GCA_009663395.1_ASM966339v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halosegnis	Halosegnis_rubeus	NA	/mnt/e/focusDB/db/GCA_009184545.1_ASM918454v1_genomic.fasta
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex	Halosimplex_carlsbadense	NA	/mnt/e/focusDB/db/GCA_000337455.1_ASM33745v1_genomic.fasta
